Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
MARINA BAY SUITES,"3,200,000","1,625.36","1,969",Jan-25,CENTRAL BOULEVARD,Resale,Strata,151.0,"21,192",-,Condominium,1,99 yrs lease commencing from 2007,1,Core Central Region,41 to 45
REFLECTIONS AT KEPPEL BAY,"1,858,000","1,227.1","1,514",Jan-25,KEPPEL BAY VIEW,Resale,Strata,114.0,"16,298",-,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,01 to 05
WHISTLER GRAND,"2,200,000","1,065.64","2,064",Jan-25,WEST COAST VALE,Resale,Strata,99.0,"22,222",-,Apartment,1,99 yrs lease commencing from 2018,5,Outside Central Region,11 to 15
BLUE HORIZON,"1,800,000","1,227.1","1,467",Jan-25,WEST COAST CRESCENT,Resale,Strata,114.0,"15,789",-,Condominium,1,99 yrs lease commencing from 2000,5,Outside Central Region,21 to 25
WHITEHAVEN,"1,818,000","1,151.75","1,578",Jan-25,PASIR PANJANG ROAD,Resale,Strata,107.0,"16,991",-,Apartment,1,Freehold,5,Rest of Central Region,01 to 05
ECHELON,"3,050,000","1,571.54","1,941",Jan-25,ALEXANDRA VIEW,Resale,Strata,146.0,"20,890",-,Condominium,1,99 yrs lease commencing from 2012,3,Rest of Central Region,11 to 15
PRINCIPAL GARDEN,"1,570,000",764.24,"2,054",Jan-25,PRINCE CHARLES CRESCENT,Resale,Strata,71.0,"22,113",-,Condominium,1,99 yrs lease commencing from 2014,3,Rest of Central Region,01 to 05
WHISTLER GRAND,"1,910,000",958,"1,994",Jan-25,WEST COAST VALE,Resale,Strata,89.0,"21,461",-,Apartment,1,99 yrs lease commencing from 2018,5,Outside Central Region,06 to 10
ASCENTIA SKY,"1,968,000","1,011.82","1,945",Jan-25,ALEXANDRA VIEW,Resale,Strata,94.0,"20,936",-,Condominium,1,99 yrs lease commencing from 2008,3,Rest of Central Region,26 to 30
BOTANNIA,"2,160,000","1,184.04","1,824",Jan-25,WEST COAST PARK,Resale,Strata,110.0,"19,636",-,Condominium,1,956 yrs lease commencing from 1928,5,Outside Central Region,11 to 15
STIRLING RESIDENCES,"2,160,000",882.65,"2,447",Jan-25,STIRLING ROAD,Resale,Strata,82.0,"26,341",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,26 to 30
THE CLEMENT CANOPY,"1,938,000",990.29,"1,957",Jan-25,CLEMENTI AVENUE 1,Resale,Strata,92.0,"21,065",-,Apartment,1,99 yrs lease commencing from 2016,5,Outside Central Region,21 to 25
MARINA ONE RESIDENCES,"1,500,000",764.24,"1,963",Jan-25,MARINA WAY,Resale,Strata,71.0,"21,127",-,Apartment,1,99 yrs lease commencing from 2011,1,Core Central Region,21 to 25
THE CLIFT,"1,024,000",505.91,"2,024",Jan-25,MCCALLUM STREET,Resale,Strata,47.0,"21,787",-,Apartment,1,99 yrs lease commencing from 2004,1,Core Central Region,11 to 15
PARC RIVIERA,"1,080,000",645.84,"1,672",Jan-25,WEST COAST VALE,Resale,Strata,60.0,"18,000",-,Condominium,1,99 yrs lease commencing from 2015,5,Outside Central Region,26 to 30
76 SHENTON,"1,350,000",624.31,"2,162",Jan-25,SHENTON WAY,Resale,Strata,58.0,"23,276",-,Apartment,1,99 yrs lease commencing from 2007,2,Core Central Region,26 to 30
DOVER PARKVIEW,"1,325,000",936.47,"1,415",Jan-25,DOVER RISE,Resale,Strata,87.0,"15,230",-,Condominium,1,99 yrs lease commencing from 1993,5,Rest of Central Region,01 to 05
THE ANCHORAGE,"2,490,000","1,237.86","2,012",Jan-25,ALEXANDRA ROAD,Resale,Strata,115.0,"21,652",-,Condominium,1,Freehold,3,Rest of Central Region,06 to 10
SEASUITES,"2,110,000","1,259.39","1,675",Jan-25,PASIR PANJANG ROAD,Resale,Strata,117.0,"18,034",-,Apartment,1,Freehold,5,Rest of Central Region,01 to 05
SPOTTISWOODE PARK,"948,000",850.36,"1,115",Jan-25,SPOTTISWOODE PARK ROAD,Resale,Strata,79.0,"12,000",-,Apartment,1,99 yrs lease commencing from 1973,2,Rest of Central Region,06 to 10
WHISTLER GRAND,"1,135,000",613.55,"1,850",Jan-25,WEST COAST VALE,Resale,Strata,57.0,"19,912",-,Apartment,1,99 yrs lease commencing from 2018,5,Outside Central Region,16 to 20
REFLECTIONS AT KEPPEL BAY,"2,275,000","1,151.75","1,975",Jan-25,KEPPEL BAY VIEW,Resale,Strata,107.0,"21,262",-,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,06 to 10
SPOTTISWOODE 18,"900,888",387.5,"2,325",Jan-25,SPOTTISWOODE PARK ROAD,Resale,Strata,36.0,"25,025",-,Apartment,1,Freehold,2,Rest of Central Region,11 to 15
COMMONWEALTH TOWERS,"1,018,000",473.62,"2,149",Jan-25,COMMONWEALTH AVENUE,Resale,Strata,44.0,"23,136",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,41 to 45
MONTEREY PARK CONDOMINIUM,"2,500,000","1,420.85","1,760",Jan-25,WEST COAST RISE,Resale,Strata,132.0,"18,939",-,Condominium,1,999 yrs lease commencing from 1885,5,Outside Central Region,06 to 10
ASCENTIA SKY,"2,090,000",947.23,"2,206",Jan-25,ALEXANDRA VIEW,Resale,Strata,88.0,"23,750",-,Condominium,1,99 yrs lease commencing from 2008,3,Rest of Central Region,31 to 35
THE CLIFT,"1,675,000",775.01,"2,161",Jan-25,MCCALLUM STREET,Resale,Strata,72.0,"23,264",-,Apartment,1,99 yrs lease commencing from 2004,1,Core Central Region,11 to 15
ONE-NORTH RESIDENCES,"1,400,000","1,076.4","1,301",Jan-25,ONE-NORTH GATEWAY,Resale,Strata,100.0,"14,000",-,Apartment,1,99 yrs lease commencing from 2005,5,Rest of Central Region,06 to 10
THE PARC CONDOMINIUM,"2,628,000","1,420.85","1,850",Jan-25,WEST COAST WALK,Resale,Strata,132.0,"19,909",-,Condominium,1,Freehold,5,Outside Central Region,16 to 20
SEAHILL,"1,221,888",785.77,"1,555",Jan-25,WEST COAST CRESCENT,Resale,Strata,73.0,"16,738",-,Condominium,1,99 yrs lease commencing from 2011,5,Outside Central Region,06 to 10
LUMIERE,"1,150,000",678.13,"1,696",Jan-25,MISTRI ROAD,Resale,Strata,63.0,"18,254",-,Apartment,1,99 yrs lease commencing from 2006,2,Core Central Region,26 to 30
PRINCIPAL GARDEN,"918,000",484.38,"1,895",Jan-25,PRINCE CHARLES CRESCENT,Resale,Strata,45.0,"20,400",-,Condominium,1,99 yrs lease commencing from 2014,3,Rest of Central Region,01 to 05
WHISTLER GRAND,"1,170,000",613.55,"1,907",Jan-25,WEST COAST VALE,Resale,Strata,57.0,"20,526",-,Apartment,1,99 yrs lease commencing from 2018,5,Outside Central Region,26 to 30
NEWEST,"2,680,000","2,475.72","1,083",Jan-25,WEST COAST DRIVE,Resale,Strata,230.0,"11,652",-,Apartment,1,956 yrs lease commencing from 1928,5,Outside Central Region,01 to 05
SKY EVERTON,"2,750,000",914.94,"3,006",Jan-25,EVERTON ROAD,Resale,Strata,85.0,"32,353",-,Apartment,1,Freehold,2,Rest of Central Region,26 to 30
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,"2,438,000","1,291.68","1,887",Jan-25,OCEAN WAY,Resale,Strata,120.0,"20,317",-,Condominium,1,99 yrs lease commencing from 2006,4,Core Central Region,01 to 05
PEOPLE'S PARK COMPLEX,"1,285,000","1,119.46","1,148",Jan-25,PARK ROAD,Resale,Strata,104.0,"12,356",-,Apartment,1,99 yrs lease commencing from 1968,1,Rest of Central Region,06 to 10
SPOTTISWOODE RESIDENCES,"2,290,000",925.7,"2,474",Jan-25,SPOTTISWOODE PARK ROAD,Resale,Strata,86.0,"26,628",-,Condominium,1,Freehold,2,Rest of Central Region,21 to 25
QUEENS PEAK,"2,410,000","1,054.87","2,285",Jan-25,DUNDEE ROAD,Resale,Strata,98.0,"24,592",-,Condominium,1,99 yrs lease commencing from 2015,3,Rest of Central Region,36 to 40
AVENUE SOUTH RESIDENCE,"2,335,000",947.23,"2,465",Jan-25,SILAT AVENUE,Resale,Strata,88.0,"26,534",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,31 to 35
BLUE HORIZON,"1,680,000","1,162.51","1,445",Jan-25,WEST COAST CRESCENT,Resale,Strata,108.0,"15,556",-,Condominium,1,99 yrs lease commencing from 2000,5,Outside Central Region,16 to 20
QUEENS PEAK,"1,980,000",861.12,"2,299",Jan-25,DUNDEE ROAD,Resale,Strata,80.0,"24,750",-,Condominium,1,99 yrs lease commencing from 2015,3,Rest of Central Region,41 to 45
PRINCIPAL GARDEN,"1,820,000",807.3,"2,254",Jan-25,PRINCE CHARLES CRESCENT,Resale,Strata,75.0,"24,267",-,Condominium,1,99 yrs lease commencing from 2014,3,Rest of Central Region,06 to 10
THE FOLIAGE,"1,650,000","1,108.69","1,488",Jan-25,PASIR PANJANG ROAD,Resale,Strata,103.0,"16,019",-,Condominium,1,Freehold,5,Rest of Central Region,01 to 05
THE ANCHORAGE,"2,903,000","1,420.85","2,043",Jan-25,ALEXANDRA ROAD,Resale,Strata,132.0,"21,992",-,Condominium,1,Freehold,3,Rest of Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"2,560,000","1,539.25","1,663",Jan-25,KEPPEL BAY VIEW,Resale,Strata,143.0,"17,902",-,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,16 to 20
ONE-NORTH RESIDENCES,"2,323,000","1,313.21","1,769",Jan-25,ONE-NORTH GATEWAY,Resale,Strata,122.0,"19,041",-,Apartment,1,99 yrs lease commencing from 2005,5,Rest of Central Region,06 to 10
ASCENTIA SKY,"2,650,000","1,474.67","1,797",Jan-25,ALEXANDRA VIEW,Resale,Strata,137.0,"19,343",-,Condominium,1,99 yrs lease commencing from 2008,3,Rest of Central Region,16 to 20
THE INTERLACE,"3,680,000","2,357.32","1,561",Jan-25,DEPOT ROAD,Resale,Strata,219.0,"16,804",-,Condominium,1,99 yrs lease commencing from 2009,4,Rest of Central Region,16 to 20
REFLECTIONS AT KEPPEL BAY,"1,868,000","1,076.4","1,735",Jan-25,KEPPEL BAY VIEW,Resale,Strata,100.0,"18,680",-,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,06 to 10
MARGARET VILLE,"2,608,888","1,184.04","2,203",Jan-25,MARGARET DRIVE,Resale,Strata,110.0,"23,717",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,11 to 15
CAPE ROYALE,"5,707,000","2,508.01","2,276",Jan-25,COVE WAY,Resale,Strata,233.0,"24,494",-,Condominium,1,99 yrs lease commencing from 2008,4,Core Central Region,06 to 10
PARC IMPERIAL,"698,000",365.98,"1,907",Jan-25,PASIR PANJANG ROAD,Resale,Strata,34.0,"20,529",-,Condominium,1,Freehold,5,Rest of Central Region,01 to 05
SPOTTISWOODE PARK,"988,000",850.36,"1,162",Jan-25,SPOTTISWOODE PARK ROAD,Resale,Strata,79.0,"12,506",-,Apartment,1,99 yrs lease commencing from 1973,2,Rest of Central Region,16 to 20
CARIBBEAN AT KEPPEL BAY,"2,360,000","1,205.57","1,958",Jan-25,KEPPEL BAY DRIVE,Resale,Strata,112.0,"21,071",-,Condominium,1,99 yrs lease commencing from 1999,4,Rest of Central Region,01 to 05
WHISTLER GRAND,"1,865,000",958,"1,947",Jan-25,WEST COAST VALE,Resale,Strata,89.0,"20,955",-,Apartment,1,99 yrs lease commencing from 2018,5,Outside Central Region,11 to 15
PRINCIPAL GARDEN,"3,800,000","1,571.54","2,418",Jan-25,PRINCE CHARLES CRESCENT,Resale,Strata,146.0,"26,027",-,Condominium,1,99 yrs lease commencing from 2014,3,Rest of Central Region,16 to 20
VIVA VISTA,"658,000",387.5,"1,698",Jan-25,SOUTH BUONA VISTA ROAD,Resale,Strata,36.0,"18,278",-,Apartment,1,Freehold,5,Rest of Central Region,01 to 05
RESIDENTIAL APARTMENTS,"2,170,000","1,819.12","1,193",Jan-25,PASIR PANJANG ROAD,Resale,Strata,169.0,"12,840",-,Apartment,1,Freehold,5,Rest of Central Region,01 to 05
THE METROPOLITAN CONDOMINIUM,"1,470,000",839.59,"1,751",Jan-25,ALEXANDRA VIEW,Resale,Strata,78.0,"18,846",-,Condominium,1,99 yrs lease commencing from 2006,3,Rest of Central Region,11 to 15
TANGLIN VIEW,"2,171,000","1,140.98","1,903",Jan-25,PRINCE CHARLES CRESCENT,Resale,Strata,106.0,"20,481",-,Condominium,1,99 yrs lease commencing from 1997,3,Rest of Central Region,06 to 10
THE INTERLACE,"2,020,000","1,313.21","1,538",Jan-25,DEPOT ROAD,Resale,Strata,122.0,"16,557",-,Condominium,1,99 yrs lease commencing from 2009,4,Rest of Central Region,11 to 15
THE ANCHORAGE,"2,300,000","1,162.51","1,978",Jan-25,ALEXANDRA ROAD,Resale,Strata,108.0,"21,296",-,Condominium,1,Freehold,3,Rest of Central Region,06 to 10
RIVIERE,"2,500,000",818.06,"3,056",Jan-25,JIAK KIM STREET,Resale,Strata,76.0,"32,895",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,16 to 20
COMMONWEALTH TOWERS,"1,725,000",753.48,"2,289",Jan-25,COMMONWEALTH AVENUE,Resale,Strata,70.0,"24,643",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,31 to 35
QUEENSWAY TOWER,"2,250,000","1,496.2","1,504",Jan-25,QUEENSWAY,Resale,Strata,139.0,"16,187",-,Apartment,1,Freehold,3,Rest of Central Region,01 to 05
THE STELLAR,"3,050,000","2,206.62","1,382",Jan-25,WEST COAST ROAD,Resale,Strata,205.0,"14,878",-,Condominium,1,Freehold,5,Outside Central Region,01 to 05
LUXE VILLE,"2,320,000","1,593.07","1,456",Jan-25,PASIR PANJANG ROAD,Resale,Strata,148.0,"15,676",-,Apartment,1,Freehold,5,Rest of Central Region,01 to 05
PARC RIVIERA,"800,000",462.85,"1,728",Jan-25,WEST COAST VALE,Resale,Strata,43.0,"18,605",-,Condominium,1,99 yrs lease commencing from 2015,5,Outside Central Region,21 to 25
STIRLING RESIDENCES,"2,450,000",979.52,"2,501",Jan-25,STIRLING ROAD,Resale,Strata,91.0,"26,923",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,31 to 35
SKYSUITES@ANSON,"838,000",365.98,"2,290",Jan-25,ENGGOR STREET,Resale,Strata,34.0,"24,647",-,Apartment,1,99 yrs lease commencing from 2008,2,Core Central Region,11 to 15
QUEENS PEAK,"950,000",430.56,"2,206",Jan-25,DUNDEE ROAD,Resale,Strata,40.0,"23,750",-,Condominium,1,99 yrs lease commencing from 2015,3,Rest of Central Region,11 to 15
WHISTLER GRAND,"1,175,000",624.31,"1,882",Jan-25,WEST COAST VALE,Resale,Strata,58.0,"20,259",-,Apartment,1,99 yrs lease commencing from 2018,5,Outside Central Region,16 to 20
MARINA ONE RESIDENCES,"1,588,000",775.01,"2,049",Jan-25,MARINA WAY,Resale,Strata,72.0,"22,056",-,Apartment,1,99 yrs lease commencing from 2011,1,Core Central Region,31 to 35
PRINCIPAL GARDEN,"1,530,000",764.24,"2,002",Jan-25,PRINCE CHARLES CRESCENT,Resale,Strata,71.0,"21,549",-,Condominium,1,99 yrs lease commencing from 2014,3,Rest of Central Region,11 to 15
SKY EVERTON,"1,400,000",505.91,"2,767",Jan-25,EVERTON ROAD,Resale,Strata,47.0,"29,787",-,Apartment,1,Freehold,2,Rest of Central Region,11 to 15
REFLECTIONS AT KEPPEL BAY,"1,630,000",882.65,"1,847",Jan-25,KEPPEL BAY VIEW,Resale,Strata,82.0,"19,878",-,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,01 to 05
ICON,"1,220,000",656.6,"1,858",Jan-25,GOPENG STREET,Resale,Strata,61.0,"20,000",-,Apartment,1,99 yrs lease commencing from 2002,2,Core Central Region,26 to 30
REFLECTIONS AT KEPPEL BAY,"2,700,000","1,603.84","1,683",Jan-25,KEPPEL BAY VIEW,Resale,Strata,149.0,"18,121",-,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"1,696,000","1,054.87","1,608",Jan-25,KEPPEL BAY VIEW,Resale,Strata,98.0,"17,306",-,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,01 to 05
RIVERWALK APARTMENTS,"1,350,000",818.06,"1,650",Jan-25,UPPER CIRCULAR ROAD,Resale,Strata,76.0,"17,763",-,Apartment,1,99 yrs lease commencing from 1980,1,Rest of Central Region,06 to 10
THE SAIL @ MARINA BAY,"1,700,000",893.41,"1,903",Jan-25,MARINA BOULEVARD,Resale,Strata,83.0,"20,482",-,Apartment,1,99 yrs lease commencing from 2002,1,Core Central Region,11 to 15
THE CLIFT,"1,030,000",495.14,"2,080",Jan-25,MCCALLUM STREET,Resale,Strata,46.0,"22,391",-,Apartment,1,99 yrs lease commencing from 2004,1,Core Central Region,16 to 20
PRINCIPAL GARDEN,"975,000",484.38,"2,013",Jan-25,PRINCE CHARLES CRESCENT,Resale,Strata,45.0,"21,667",-,Condominium,1,99 yrs lease commencing from 2014,3,Rest of Central Region,16 to 20
QUEENS PEAK,"1,690,000",775.01,"2,181",Jan-25,DUNDEE ROAD,Resale,Strata,72.0,"23,472",-,Condominium,1,99 yrs lease commencing from 2015,3,Rest of Central Region,21 to 25
RIVER PLACE,"1,820,000","1,054.87","1,725",Jan-25,HAVELOCK ROAD,Resale,Strata,98.0,"18,571",-,Condominium,1,99 yrs lease commencing from 1995,3,Rest of Central Region,06 to 10
BLUE HORIZON,"1,820,000","1,216.33","1,496",Jan-25,WEST COAST CRESCENT,Resale,Strata,113.0,"16,106",-,Condominium,1,99 yrs lease commencing from 2000,5,Outside Central Region,21 to 25
TWIN VEW,"2,580,000","1,377.79","1,873",Jan-25,WEST COAST VALE,Resale,Strata,128.0,"20,156",-,Apartment,1,99 yrs lease commencing from 2017,5,Outside Central Region,26 to 30
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,"3,720,000","2,066.69","1,800",Jan-25,OCEAN WAY,Resale,Strata,192.0,"19,375",-,Condominium,1,99 yrs lease commencing from 2006,4,Core Central Region,01 to 05
PARC RIVIERA,"1,060,000",645.84,"1,641",Jan-25,WEST COAST VALE,Resale,Strata,60.0,"17,667",-,Condominium,1,99 yrs lease commencing from 2015,5,Outside Central Region,11 to 15
THE SAIL @ MARINA BAY,"2,610,000","1,313.21","1,987",Jan-25,MARINA BOULEVARD,Resale,Strata,122.0,"21,393",-,Apartment,1,99 yrs lease commencing from 2002,1,Core Central Region,56 to 60
REFLECTIONS AT KEPPEL BAY,"7,200,000","3,283.02","2,193",Jan-25,KEPPEL BAY VIEW,Resale,Strata,305.0,"23,607",-,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"1,618,000","1,054.87","1,534",Jan-25,KEPPEL BAY VIEW,Resale,Strata,98.0,"16,510",-,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,01 to 05
ONE SHENTON,"1,155,000",581.26,"1,987",Jan-25,SHENTON WAY,Resale,Strata,54.0,"21,389",-,Apartment,1,99 yrs lease commencing from 2005,1,Core Central Region,26 to 30
ONE-NORTH RESIDENCES,"2,330,000","1,323.97","1,760",Jan-25,ONE-NORTH GATEWAY,Resale,Strata,123.0,"18,943",-,Apartment,1,99 yrs lease commencing from 2005,5,Rest of Central Region,06 to 10
SPOTTISWOODE 18,"1,495,000",635.08,"2,354",Jan-25,SPOTTISWOODE PARK ROAD,Resale,Strata,59.0,"25,339",-,Apartment,1,Freehold,2,Rest of Central Region,16 to 20
THE VISION,"2,050,000","1,313.21","1,561",Jan-25,WEST COAST CRESCENT,Resale,Strata,122.0,"16,803",-,Condominium,1,99 yrs lease commencing from 2008,5,Outside Central Region,21 to 25
AVENUE SOUTH RESIDENCE,"1,624,000",807.3,"2,012",Jan-25,SILAT AVENUE,Resale,Strata,75.0,"21,653",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,01 to 05
THE CLEMENT CANOPY,"2,525,000","1,345.5","1,877",Jan-25,CLEMENTI AVENUE 1,Resale,Strata,125.0,"20,200",-,Apartment,1,99 yrs lease commencing from 2016,5,Outside Central Region,06 to 10
BLUE HORIZON,"1,730,000","1,151.75","1,502",Jan-25,WEST COAST CRESCENT,Resale,Strata,107.0,"16,168",-,Condominium,1,99 yrs lease commencing from 2000,5,Outside Central Region,16 to 20
QUEENS PEAK,"1,370,000",624.31,"2,194",Jan-25,DUNDEE ROAD,Resale,Strata,58.0,"23,621",-,Condominium,1,99 yrs lease commencing from 2015,3,Rest of Central Region,16 to 20
PARC RIVIERA,"1,330,000","1,033.34","1,287",Jan-25,WEST COAST VALE,Resale,Strata,96.0,"13,854",-,Condominium,1,99 yrs lease commencing from 2015,5,Outside Central Region,36 to 40
ALTEZ,"2,250,000","1,011.82","2,224",Jan-25,ENGGOR STREET,Resale,Strata,94.0,"23,936",-,Apartment,1,99 yrs lease commencing from 2008,2,Core Central Region,21 to 25
THE INTERLACE,"3,850,000","3,207.67","1,200",Jan-25,DEPOT ROAD,Resale,Strata,298.0,"12,919",-,Condominium,1,99 yrs lease commencing from 2009,4,Rest of Central Region,16 to 20
LE HILL CONDOMINIUM,"1,470,000",990.29,"1,484",Jan-25,PASIR PANJANG HILL,Resale,Strata,92.0,"15,978",-,Condominium,1,Freehold,5,Rest of Central Region,01 to 05
WATERFRONT @ FABER,"1,668,000","1,065.64","1,565",Jan-25,FABER WALK,Resale,Strata,99.0,"16,848",-,Apartment,1,99 yrs lease commencing from 2013,5,Outside Central Region,01 to 05
WEST BAY CONDOMINIUM,"1,450,000","1,140.98","1,271",Jan-25,WEST COAST CRESCENT,Resale,Strata,106.0,"13,679",-,Condominium,1,99 yrs lease commencing from 1991,5,Outside Central Region,01 to 05
TREASURE PLACE,"2,088,000","1,356.26","1,540",Jan-25,LORONG SARHAD,Resale,Strata,126.0,"16,571",-,Condominium,1,Freehold,5,Rest of Central Region,01 to 05
SKY EVERTON,"1,850,000",645.84,"2,864",Jan-25,EVERTON ROAD,Resale,Strata,60.0,"30,833",-,Apartment,1,Freehold,2,Rest of Central Region,31 to 35
CARIBBEAN AT KEPPEL BAY,"2,380,000","1,280.92","1,858",Jan-25,KEPPEL BAY DRIVE,Resale,Strata,119.0,"20,000",-,Condominium,1,99 yrs lease commencing from 1999,4,Rest of Central Region,06 to 10
TWIN VEW,"1,220,000",742.72,"1,643",Jan-25,WEST COAST VALE,Resale,Strata,69.0,"17,681",-,Apartment,1,99 yrs lease commencing from 2017,5,Outside Central Region,01 to 05
PARC RIVIERA,"1,500,000",904.18,"1,659",Jan-25,WEST COAST VALE,Resale,Strata,84.0,"17,857",-,Condominium,1,99 yrs lease commencing from 2015,5,Outside Central Region,11 to 15
PARC RIVIERA,"805,000",462.85,"1,739",Jan-25,WEST COAST VALE,Resale,Strata,43.0,"18,721",-,Condominium,1,99 yrs lease commencing from 2015,5,Outside Central Region,21 to 25
MARINA BAY RESIDENCES,"2,100,000","1,130.22","1,858",Jan-25,MARINA BOULEVARD,Resale,Strata,105.0,"20,000",-,Condominium,1,99 yrs lease commencing from 2005,1,Core Central Region,16 to 20
THE TRILINQ,"1,800,000",914.94,"1,967",Jan-25,JALAN LEMPENG,Resale,Strata,85.0,"21,176",-,Condominium,1,99 yrs lease commencing from 2012,5,Outside Central Region,26 to 30
PARC RIVIERA,"1,190,000",710.42,"1,675",Jan-25,WEST COAST VALE,Resale,Strata,66.0,"18,030",-,Condominium,1,99 yrs lease commencing from 2015,5,Outside Central Region,21 to 25
PARC RIVIERA,"1,080,000",645.84,"1,672",Jan-25,WEST COAST VALE,Resale,Strata,60.0,"18,000",-,Condominium,1,99 yrs lease commencing from 2015,5,Outside Central Region,21 to 25
ISLAND VIEW,"4,870,000","3,498.3","1,392",Jan-25,JALAN MAT JAMBOL,Resale,Strata,325.0,"14,985",-,Condominium,1,Freehold,5,Rest of Central Region,01 to 05
THE CLIFT,"963,000",495.14,"1,945",Dec-24,MCCALLUM STREET,Resale,Strata,46.0,"20,935",-,Apartment,1,99 yrs lease commencing from 2004,1,Core Central Region,11 to 15
SKYSUITES@ANSON,"1,459,000",699.66,"2,085",Dec-24,ENGGOR STREET,Resale,Strata,65.0,"22,446",-,Apartment,1,99 yrs lease commencing from 2008,2,Core Central Region,11 to 15
V ON SHENTON,"4,250,000","1,765.3","2,408",Dec-24,SHENTON WAY,Resale,Strata,164.0,"25,915",-,Apartment,1,99 yrs lease commencing from 2011,1,Core Central Region,46 to 50
ASCENTIA SKY,"2,850,000","1,474.67","1,933",Dec-24,ALEXANDRA VIEW,Resale,Strata,137.0,"20,803",-,Condominium,1,99 yrs lease commencing from 2008,3,Rest of Central Region,36 to 40
SEASCAPE,"4,530,000","2,174.33","2,083",Dec-24,COVE WAY,Resale,Strata,202.0,"22,426",-,Condominium,1,99 yrs lease commencing from 2007,4,Core Central Region,01 to 05
VIVA VISTA,"1,100,000",721.19,"1,525",Dec-24,SOUTH BUONA VISTA ROAD,Resale,Strata,67.0,"16,418",-,Apartment,1,Freehold,5,Rest of Central Region,01 to 05
PARC RIVIERA,"1,168,000",710.42,"1,644",Dec-24,WEST COAST VALE,Resale,Strata,66.0,"17,697",-,Condominium,1,99 yrs lease commencing from 2015,5,Outside Central Region,26 to 30
THE SAIL @ MARINA BAY,"1,260,000",613.55,"2,054",Dec-24,MARINA BOULEVARD,Resale,Strata,57.0,"22,105",-,Apartment,1,99 yrs lease commencing from 2002,1,Core Central Region,16 to 20
CORALS AT KEPPEL BAY,"2,710,000","1,227.1","2,208",Dec-24,KEPPEL BAY DRIVE,Resale,Strata,114.0,"23,772",-,Condominium,1,99 yrs lease commencing from 2007,4,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,600,000",688.9,"2,323",Dec-24,STIRLING ROAD,Resale,Strata,64.0,"25,000",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,01 to 05
COMMONWEALTH TOWERS,"2,223,888",904.18,"2,460",Dec-24,COMMONWEALTH AVENUE,Resale,Strata,84.0,"26,475",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,36 to 40
MARINA BAY RESIDENCES,"6,000,000","2,378.84","2,522",Dec-24,MARINA BOULEVARD,Resale,Strata,221.0,"27,149",-,Condominium,1,99 yrs lease commencing from 2005,1,Core Central Region,21 to 25
SKYLINE RESIDENCES,"1,070,000",484.38,"2,209",Dec-24,TELOK BLANGAH ROAD,Resale,Strata,45.0,"23,778",-,Condominium,1,Freehold,4,Rest of Central Region,16 to 20
STIRLING RESIDENCES,"1,090,000",441.32,"2,470",Dec-24,STIRLING ROAD,Resale,Strata,41.0,"26,585",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,31 to 35
THE VERANDAH RESIDENCES,"1,870,000",936.47,"1,997",Dec-24,PASIR PANJANG ROAD,Resale,Strata,87.0,"21,494",-,Apartment,1,Freehold,5,Rest of Central Region,01 to 05
SKYSUITES@ANSON,"1,560,000",699.66,"2,230",Dec-24,ENGGOR STREET,Resale,Strata,65.0,"24,000",-,Apartment,1,99 yrs lease commencing from 2008,2,Core Central Region,41 to 45
GOLD COAST CONDOMINIUM,"2,400,000","1,453.14","1,652",Dec-24,PASIR PANJANG ROAD,Resale,Strata,135.0,"17,778",-,Condominium,1,Freehold,5,Rest of Central Region,01 to 05
